Município,UF,Índice de Progresso Social,ÁREA km²,POPULAÇÃO 2025,PIB PER CAPITA,Necessidades Humanas Básicas,Fundamentos do Bem-estar,Oportunidades,Nutrição e Cuidados Médicos Básicos,Água e Saneamento,Moradia,Segurança Pessoal,Acesso ao Conhecimento Básico,Acesso à Informação e Comunicação,Saúde e Bem-estar,Qualidade do Meio Ambiente,Direitos Individuais,Liberdades Individuais e de Escolha,Inclusão Social,Acesso à Educação Superior,Cobertura Vacinal (poliomielite),Hospitalizações por Condições Sensíveis à Atenção Primária,Mortalidade Ajustada por Condições Sensíveis à Atenção Primária,Mortalidade Infantil até 5 anos,Subnutrição,Abastecimento de Água Via Rede de Distribuição,Esgotamento Sanitário Adequado,Índice de Abastecimento de Água,Índice de Perdas de Água na Distribuição,Domicílios com Coleta de Resíduos Adequada,Domicílios com Iluminação Elétrica Adequada,Domicílios com Paredes Adequadas,Domicílios com Pisos Adequados,Assassinatos de Jovens,Assassinatos de Mulheres,Homicídios,Mortes por Acidentes de Transporte,Abandono no Ensino Fundamental,Abandono no Ensino Médio,Distorção Idade-Série no Ensino Médio,Evasão no Ensino Médio,Ideb Ensino Fundamental,Reprovação Escolar no Ensino Médio,Cobertura de Internet Móvel (4G/5G),Densidade de Internet Banda Larga Fixa,Densidade Telefonia Móvel,Qualidade de Internet Móvel,Consumo de ultraprocessados,Expectativa de Vida ,Mortalidade entre 15 e 50 anos,Mortalidades por Doenças Crônicas Não Transmissíveis ,Obesidade,Suicídios,Áreas Verdes Urbanas,Emissões de CO₂e por Habitante,Focos de Calor,Índice de Vulnerabilidade Climática dos Municípios (IVCM),Supressão da Vegetação Primária e Secundária,Acesso a Programas de Direitos Humanos,Existência de Ações para Direitos de Minorias,Índice de Atendimento à Demanda de Justiça,Resposta a Processos Previdenciários,Resposta a Processos Familiares,Taxa de Congestionamento Líquida de Processos,"Acesso à Cultura, Lazer e Esporte",Gravidez na Adolescência (<19),Índice de Vulnerabilidade das Famílias do CadÚnico (IVCAD),Praças e Parques em Áreas Urbanas,Famílias em Situação de Rua,Paridade de Gênero na Câmara Municipal,Paridade de Negros na Câmara Municipal,Violência Contra Indígenas,Violência Contra Mulheres,Violência Contra Negros,Empregados com Ensino Superior,Mulheres Empregadas com Ensino Superior,Nota Mediana no Enem
Caldazinha,GO,61.52,251.72,4819.00,21477.90,69.63,66.35,48.58,83.34,56.41,90.46,48.29,76.31,71.59,56.53,60.98,37.27,61.45,73.25,22.35,92.83,419.46,66.42,13.10,3.51,70.63,6.37,54.66,27.27,77.44,86.08,88.64,99.10,42.64,9.48,30.59,12.77,1.48,5.04,19.54,9.20,5.31,2.04,82.21,33.84,46.21,98.76,87.51,73.86,237.39,322.73,27.89,13.15,16.79,6.23,16.64,8.37,44.76,1.00,8.00,447.96,628.25,37.84,89.75,2.00,12.09,0.00,0.27,1.80,0.44,0.00,,27.20,0.00,22.62,37.74,492.30
Caculé,BA,61.52,610.98,23293.00,18460.18,76.89,65.76,41.91,76.20,72.16,90.86,68.36,74.88,70.33,63.00,54.81,19.28,56.50,61.79,30.06,97.45,1405.26,105.07,13.77,5.54,64.71,93.33,66.35,22.85,57.90,97.28,88.15,99.56,11.46,1.72,9.56,13.88,0.50,8.94,31.70,6.08,5.38,2.84,67.22,48.43,52.05,94.78,40.36,71.12,195.05,337.89,18.74,12.15,6.24,9.44,35.79,2.79,49.71,4.00,0.00,1503.58,4798.68,66.46,93.83,4.00,9.85,4.79,0.26,3.24,0.00,0.53,,51.86,52.82,36.74,51.07,515.80
Açailândia,MA,61.52,5805.16,110611.00,38641.38,69.43,63.17,51.96,73.17,76.26,91.68,36.62,73.59,83.14,52.01,43.92,56.35,58.03,62.63,30.82,79.31,767.47,178.54,13.82,3.55,94.56,93.65,71.37,59.35,88.77,96.29,78.35,97.51,78.13,4.67,40.40,29.52,1.04,3.36,22.36,10.30,4.58,6.12,91.01,80.07,56.05,94.85,68.07,72.07,278.33,511.82,21.61,7.97,27.74,17.90,76.45,4.07,52.28,9.00,11.00,512.36,1718.55,51.65,103.36,4.00,18.14,1.47,0.27,13.78,0.24,0.92,,116.17,104.79,42.38,53.27,503.83
Santana dos Garrotes,PB,61.52,361.48,6618.00,12315.20,76.39,59.40,48.76,72.76,59.67,91.11,82.01,68.60,59.95,58.24,50.82,26.78,51.92,90.14,26.19,93.36,1033.32,103.16,16.97,6.54,55.70,69.91,60.68,42.87,58.80,95.15,97.53,95.76,0.00,0.00,5.88,11.91,1.84,5.90,23.92,11.40,3.86,7.22,69.51,2.33,32.81,99.44,69.09,71.30,228.07,346.19,13.65,20.75,7.20,24.18,30.29,0.53,54.02,4.00,0.00,560.41,479.17,52.13,111.06,2.00,16.41,0.55,0.29,0.00,0.22,0.90,,0.00,0.00,27.96,37.88,525.02
Baixo Guandu,ES,61.52,909.04,32829.00,27738.01,76.64,67.12,40.79,78.32,88.96,90.51,48.77,80.91,73.38,55.63,58.56,31.79,55.35,42.22,33.81,95.02,1929.66,128.09,10.18,3.89,87.12,96.15,94.31,21.14,86.47,84.99,85.00,99.02,52.50,9.71,28.41,14.20,0.10,0.06,16.08,8.44,5.08,1.60,84.46,36.87,57.73,93.92,35.02,73.66,280.69,405.66,30.10,11.70,5.78,2.13,15.79,1.28,46.93,5.00,4.00,840.66,1815.74,69.97,103.60,3.00,10.22,0.95,0.27,71.54,0.15,0.20,,321.80,269.70,41.45,54.99,539.77
Vitória da Conquista,BA,61.52,3254.19,396613.00,31936.85,73.43,65.01,46.11,71.07,84.47,91.37,46.80,69.62,77.34,58.34,54.76,48.34,55.87,44.24,35.98,63.05,778.63,144.04,14.95,3.63,83.60,78.08,97.87,28.89,79.63,91.81,85.46,98.70,70.53,5.06,31.78,33.00,1.58,5.88,33.18,11.68,4.49,4.02,89.57,42.64,68.44,92.16,80.17,72.30,227.64,405.12,19.57,6.47,3.20,3.56,34.15,6.18,59.44,7.00,10.00,1374.97,1301.02,52.61,92.10,11.00,11.17,9.95,0.27,45.72,0.35,0.74,91.30,360.66,239.01,48.89,58.14,538.02
Biritiba Mirim,SP,61.51,317.41,30564.00,36367.65,76.62,70.80,37.12,81.34,70.87,84.55,69.73,80.70,81.57,58.57,62.35,21.53,56.95,46.16,23.86,93.36,520.62,121.39,12.39,3.06,69.28,96.44,56.37,24.33,92.04,59.71,84.15,99.23,2.84,1.31,3.27,9.81,0.32,3.38,9.04,6.48,5.19,4.14,96.60,59.20,57.41,96.70,93.18,72.70,201.98,390.82,22.94,5.23,1.32,2.94,16.59,4.43,50.33,1.00,0.00,270.06,620.27,45.26,50.02,2.00,12.08,0.83,0.27,7.20,0.55,0.92,307.69,811.02,576.50,24.23,35.52,512.18
Itaporã,MS,61.51,1342.39,25263.00,60390.85,77.90,63.52,43.12,80.97,68.88,93.59,68.16,74.88,64.48,58.92,55.82,22.72,59.07,61.59,29.10,93.15,942.83,134.38,9.52,3.02,89.52,34.17,62.89,30.48,94.12,91.73,87.90,98.10,16.18,3.20,10.44,19.40,0.50,2.40,27.38,10.02,4.86,5.16,86.57,4.78,37.69,95.89,88.76,73.54,162.06,367.34,33.70,4.84,10.92,0.40,5.93,2.09,53.17,2.00,0.00,466.87,642.57,48.35,99.17,4.00,12.69,9.21,0.27,2.58,0.18,0.92,3.23,177.20,40.32,36.86,43.98,520.95
Cubatão,SP,61.51,142.88,114870.00,242129.26,73.13,68.62,42.79,70.42,80.44,76.08,65.60,81.25,81.56,53.41,58.24,23.71,55.99,39.16,52.30,58.57,575.91,152.41,14.49,3.45,93.58,63.38,86.47,37.18,56.23,66.18,75.20,90.32,16.87,1.66,13.36,22.76,0.30,2.16,15.32,5.78,5.33,3.12,99.52,42.09,73.89,94.13,86.83,74.23,231.49,508.11,29.22,5.65,27.66,0.00,4.85,4.32,45.77,4.00,0.00,524.44,992.98,68.99,73.23,8.00,10.52,2.83,0.29,124.17,0.00,0.99,19.80,203.87,108.12,90.48,87.19,552.38
Apiúna,SC,61.51,493.49,10041.00,50852.50,76.16,64.38,44.00,78.85,69.76,77.01,79.01,72.44,73.11,51.04,60.91,19.77,52.74,65.71,37.78,86.89,861.03,158.97,7.48,3.07,64.91,91.79,77.96,50.51,88.71,86.57,95.05,55.55,0.00,0.00,2.01,48.00,0.08,4.94,18.36,12.92,5.62,15.58,65.12,50.05,62.50,97.21,78.36,74.61,223.69,481.78,34.54,16.01,9.24,5.98,12.44,1.71,40.41,2.00,0.00,802.68,1026.47,54.71,76.08,2.00,10.56,2.62,0.27,26.86,0.44,0.00,,108.31,0.00,57.24,68.11,512.08
Santa Cruz do Escalvado,MG,61.51,258.73,4728.00,19105.54,74.62,65.10,44.81,71.61,54.93,90.48,81.47,72.01,70.73,64.49,53.17,46.58,54.87,54.07,23.70,93.09,1015.95,115.70,29.63,4.84,63.01,65.93,28.08,27.34,74.17,90.09,86.02,99.10,0.00,0.00,8.39,8.43,1.42,6.22,19.80,11.52,5.01,7.66,79.13,53.13,34.17,95.26,86.57,73.91,142.11,355.50,27.91,0.00,13.68,2.12,5.33,0.00,54.33,7.00,7.00,491.57,480.94,51.74,84.00,2.00,11.46,1.14,0.29,0.00,0.00,0.00,,59.24,173.41,30.28,40.09,481.60
Coronel Murta,MG,61.50,815.41,8237.00,14088.14,78.64,61.85,44.01,74.29,78.57,89.14,72.55,75.05,65.20,59.79,47.36,20.45,54.04,80.79,20.77,93.41,1057.29,108.08,23.31,4.74,78.07,81.18,73.71,15.47,74.59,93.55,83.42,94.62,10.74,0.00,2.37,9.46,1.00,7.70,25.10,7.20,5.13,2.42,79.35,31.93,43.67,85.22,77.91,72.05,223.19,297.28,24.12,7.04,21.45,15.78,29.79,2.32,58.15,2.00,0.00,616.02,973.38,61.54,110.25,4.00,13.78,1.03,0.27,0.00,0.22,0.94,,19.62,0.00,24.15,35.58,473.43
Bom Princípio do Piauí,PI,61.50,523.14,5805.00,14239.28,76.50,57.82,50.17,67.96,78.11,78.56,81.37,67.21,51.00,60.33,52.75,23.71,45.89,92.99,38.11,85.91,928.62,233.50,19.57,4.20,82.52,76.77,100.00,59.95,41.46,94.99,58.36,92.31,0.00,0.00,0.00,27.81,1.98,8.04,52.96,6.94,3.98,0.36,46.48,0.17,36.42,89.65,18.28,71.19,205.43,517.67,19.32,6.97,10.21,55.12,10.48,0.35,50.01,1.00,4.00,1303.02,1080.45,63.85,76.41,1.00,22.47,1.67,0.31,0.00,0.44,0.93,,0.00,0.00,54.42,82.71,488.04
Senhora de Oliveira,MG,61.50,170.75,5577.00,16339.97,78.50,66.98,39.02,65.98,70.63,94.10,83.30,81.01,67.40,59.46,60.05,16.35,57.11,60.90,21.71,84.17,637.28,160.03,35.15,4.79,67.20,64.43,60.09,3.88,79.48,96.25,93.73,97.93,0.00,0.00,0.00,7.08,0.44,2.68,15.20,7.72,5.66,1.82,85.22,30.04,46.66,86.51,69.33,73.03,185.61,429.88,22.72,10.66,5.21,7.17,7.10,6.20,53.41,1.00,0.00,669.87,2735.39,57.63,92.19,2.00,12.64,0.00,0.28,0.00,0.22,0.43,,83.78,96.00,19.94,28.26,515.48
Desterro do Melo,MG,61.50,142.28,3060.00,20274.84,73.88,67.15,43.46,71.50,54.77,89.28,79.95,82.16,72.00,57.04,57.42,15.28,54.35,69.59,34.62,90.04,1261.26,146.72,21.51,4.80,50.90,52.41,46.43,25.06,57.53,89.82,90.16,99.44,0.00,0.00,6.50,26.19,0.00,2.78,15.44,6.88,6.04,3.54,77.58,34.57,58.69,95.57,62.24,73.53,205.41,518.21,25.49,6.57,8.27,0.00,9.05,0.00,47.65,0.00,0.00,585.10,1952.88,54.93,79.73,3.00,6.70,0.00,0.31,0.00,0.22,0.32,,106.57,0.00,42.67,62.24,528.53
Baturité,CE,61.49,314.07,37147.00,15565.27,65.27,66.12,53.10,73.42,61.42,90.32,35.91,79.13,70.45,53.08,61.81,58.89,51.65,67.21,34.64,71.42,962.12,147.49,13.09,3.45,70.04,50.18,58.96,40.80,76.15,95.57,82.03,96.61,95.99,9.66,40.41,9.25,0.38,0.58,25.72,6.64,4.76,0.94,92.78,16.31,49.67,95.27,71.67,70.20,262.46,386.54,23.90,8.18,2.65,8.61,18.38,2.05,43.87,11.00,10.00,644.69,617.53,63.08,101.75,5.00,14.35,0.99,0.27,3.46,0.62,0.77,,132.80,76.10,47.24,64.47,510.15
Porto Xavier,RS,61.49,281.50,10127.00,22719.66,72.21,65.43,46.84,72.32,58.84,91.27,66.39,79.93,70.71,56.37,54.73,32.42,58.13,61.33,35.47,91.34,3210.86,159.19,20.61,3.13,85.78,19.14,49.55,42.29,64.38,91.83,97.61,96.46,10.01,3.88,9.74,23.49,0.46,3.56,17.66,9.06,5.91,2.00,80.72,28.92,51.83,96.68,0.00,77.53,239.53,471.98,31.49,37.18,12.08,0.00,20.66,0.57,48.34,8.00,0.00,576.62,1150.37,58.58,92.15,5.00,9.37,1.22,0.28,0.86,0.00,0.00,,242.03,0.00,40.13,59.32,553.74
Itapura,SP,61.49,301.65,4002.00,52311.09,78.06,64.57,41.84,76.18,79.89,86.35,69.82,83.88,78.99,42.30,53.11,22.77,53.71,65.68,25.22,69.66,1202.54,73.21,21.22,2.62,79.82,99.46,86.28,43.78,84.89,93.50,85.06,82.73,25.94,0.00,14.86,4.98,0.18,2.12,6.20,6.14,5.72,2.54,91.61,56.12,55.44,95.77,79.58,73.75,363.44,519.59,28.56,19.75,11.69,44.98,1.67,0.90,52.96,2.00,0.00,307.17,420.38,69.06,93.35,2.00,12.99,2.90,0.27,11.51,0.44,0.90,,78.59,145.45,30.04,44.26,490.96
São Sebastião do Umbuzeiro,PB,61.49,464.33,3382.00,13740.98,80.37,61.63,42.47,77.07,74.05,93.52,76.85,73.29,66.06,53.51,53.66,17.21,53.12,74.65,24.91,76.22,648.20,113.82,15.81,2.93,61.62,92.15,87.87,39.13,67.79,96.71,95.69,98.99,0.00,0.00,11.89,47.72,0.26,7.68,27.22,8.38,4.68,4.20,71.26,25.99,44.35,96.20,94.79,70.80,219.03,337.33,22.53,18.01,8.57,2.96,13.09,0.43,54.38,1.00,0.00,678.45,1482.39,60.15,88.79,1.00,14.01,2.97,0.27,0.00,0.67,0.95,,12.16,253.16,26.31,29.63,534.07
Umari,CE,61.49,263.19,6963.00,12298.29,70.36,61.00,53.11,77.64,49.42,89.74,64.66,77.19,65.50,52.60,48.73,30.82,55.49,92.99,33.13,95.37,1127.59,147.81,8.08,4.53,50.65,26.46,45.04,29.28,61.13,95.46,89.56,95.89,12.51,5.79,5.68,28.24,0.24,0.74,30.56,10.02,4.89,0.00,89.64,15.87,39.34,89.75,81.88,71.65,227.71,465.26,24.22,11.23,7.18,54.57,36.24,0.00,52.47,4.00,4.00,802.58,1658.09,59.72,103.09,3.00,17.68,0.98,0.28,2.62,0.67,0.69,,0.00,0.00,46.11,63.28,497.36
Independência,RS,61.49,358.28,6557.00,67653.81,78.13,63.45,42.89,76.64,71.89,94.25,69.74,76.62,64.72,52.94,59.50,26.78,59.38,55.58,29.82,81.27,958.74,141.07,4.32,4.42,92.67,47.53,62.44,30.28,75.76,98.88,94.25,97.51,35.09,0.00,15.22,9.07,0.92,5.48,18.10,8.60,5.21,3.30,73.05,16.62,44.69,95.91,69.23,73.80,209.72,418.59,32.34,21.21,11.85,0.00,11.86,2.12,43.28,6.00,0.00,653.53,1584.62,67.96,94.23,2.00,8.98,0.00,0.29,0.00,0.00,0.60,,252.06,140.85,45.31,55.88,476.47
Boqueirão do Piauí,PI,61.49,269.79,6751.00,9987.26,77.57,59.73,47.16,75.82,79.84,79.14,75.48,75.62,56.49,50.05,56.76,20.59,50.59,93.52,23.95,89.48,1237.92,152.89,12.66,3.90,95.67,2.83,99.58,17.83,54.83,92.49,55.36,92.68,0.00,5.90,2.98,26.90,0.64,3.32,42.46,4.38,4.58,0.22,57.98,0.04,38.00,96.11,85.71,68.71,234.50,468.32,18.96,11.91,14.23,25.18,10.70,4.70,49.05,3.00,0.00,1485.24,1074.75,57.33,109.46,2.00,14.18,0.85,0.30,0.00,0.44,0.99,,0.00,0.00,25.06,32.64,518.08
São Miguel do Iguaçu,PR,61.48,851.92,30416.00,48803.66,79.01,64.88,40.56,77.37,82.10,92.90,63.67,78.56,70.20,52.76,58.01,20.68,50.88,46.15,44.54,80.95,804.63,125.96,13.69,3.16,87.39,72.21,86.81,26.09,90.20,88.00,95.21,95.83,36.66,1.33,22.22,31.57,0.38,2.48,16.22,8.84,5.58,6.98,88.19,44.13,34.65,91.80,79.04,74.08,222.85,422.67,35.61,12.12,8.39,0.33,2.83,1.81,50.70,1.00,0.00,351.01,723.25,54.88,103.21,8.00,12.46,3.25,0.30,19.15,0.22,0.98,104.71,400.20,497.02,63.14,85.94,536.03
Palmeira,SC,61.48,289.10,2658.00,77145.60,66.87,64.10,53.49,73.51,58.81,65.92,69.23,75.68,68.25,61.54,50.93,23.95,54.91,76.59,58.49,100.00,2347.67,114.22,56.06,2.09,55.87,54.33,57.85,31.68,79.88,94.32,49.20,51.58,0.00,16.17,7.58,22.80,0.82,3.66,25.40,10.06,5.72,6.76,66.33,46.97,51.77,90.46,66.67,74.61,201.79,381.51,26.48,7.57,23.12,37.62,23.18,0.00,46.40,2.00,0.00,322.06,437.77,53.07,101.86,3.00,10.81,5.86,0.31,0.00,0.22,0.66,,32.63,0.00,78.90,117.39,588.31
Xanxerê,SC,61.48,377.43,54891.00,57305.66,72.96,70.48,41.01,80.52,65.22,87.21,58.87,73.15,85.70,59.35,63.72,19.19,55.27,36.82,52.77,88.81,703.62,119.97,11.58,3.02,81.23,31.31,71.16,44.51,90.14,76.30,83.93,95.65,35.09,10.53,20.15,29.11,0.20,4.92,20.26,9.46,5.44,16.42,94.93,73.64,65.52,97.22,79.22,76.67,196.27,373.96,31.69,15.54,5.53,0.00,7.44,5.78,45.50,1.00,0.00,576.57,811.04,53.19,85.05,6.00,9.79,1.81,0.28,26.09,0.44,0.38,3006.06,682.55,214.13,78.07,99.34,563.49
Estrela do Indaiá,MG,61.48,635.98,2711.00,60455.92,79.40,59.29,45.74,61.14,79.43,93.73,83.30,72.36,64.70,49.11,50.99,18.51,57.30,76.20,30.96,77.49,2228.80,146.51,48.68,4.78,92.94,71.99,72.97,27.72,94.69,95.84,81.45,99.29,0.00,0.00,0.00,6.94,1.96,7.74,21.56,10.26,5.09,4.12,88.25,11.64,59.90,78.79,51.21,77.49,370.68,447.15,37.78,14.01,45.31,51.64,9.28,0.12,44.62,1.00,0.00,779.59,835.89,50.66,75.81,4.00,12.15,0.37,0.23,0.00,0.22,0.94,,84.46,0.00,45.12,61.80,476.57
Ressaquinha,MG,61.48,183.06,4640.00,109274.14,74.35,67.00,43.08,72.75,63.60,90.85,70.20,77.39,80.00,50.19,60.42,17.31,62.43,53.81,38.75,89.64,957.09,101.16,30.89,4.21,63.79,50.79,63.66,27.33,79.22,92.30,84.09,97.96,21.07,0.00,4.30,25.86,0.08,3.68,18.24,10.14,5.81,8.20,92.85,40.99,74.44,94.73,83.31,75.01,325.46,361.82,27.49,21.47,8.42,2.16,13.48,4.36,45.88,1.00,0.00,585.10,1952.88,54.93,79.73,8.00,5.77,13.61,0.27,35.92,0.44,0.64,,234.38,491.23,52.84,72.06,527.08
Campos Novos Paulista,SP,61.47,484.20,5003.00,68417.95,79.36,66.49,38.55,69.96,92.65,93.32,61.50,83.45,73.11,52.51,56.91,24.30,48.03,45.55,36.31,83.25,1128.95,172.59,22.54,4.07,87.83,98.25,94.82,6.75,89.08,93.39,85.97,99.17,36.55,8.17,20.12,32.20,0.12,1.70,6.92,6.08,5.47,2.64,85.68,29.25,57.92,96.19,93.25,74.41,180.06,487.76,38.08,8.07,14.01,6.00,4.55,1.54,48.34,1.00,3.00,477.21,1216.94,53.56,54.60,3.00,17.64,2.91,0.30,20.27,0.67,0.00,,1019.07,1914.89,51.74,67.04,511.96
Campinaçu,GO,61.47,1978.39,3760.00,36160.90,77.39,58.64,48.37,76.10,70.36,84.04,79.05,82.07,63.22,50.99,38.27,46.54,50.61,73.69,22.64,93.06,2501.16,160.05,14.01,2.94,69.34,86.44,60.65,25.74,65.62,95.16,62.20,95.91,0.00,0.00,10.64,31.81,0.50,0.96,15.46,6.24,5.27,0.54,60.60,27.41,37.73,98.86,100.00,74.12,340.50,376.13,26.74,5.35,131.32,98.40,25.47,2.02,56.86,7.00,6.00,389.41,448.17,38.98,102.53,2.00,13.12,4.69,0.31,0.00,0.22,0.36,,33.33,0.00,30.16,44.26,458.34
Pedra Preta,MT,61.46,3841.67,18946.00,78685.47,71.88,61.98,50.53,64.84,64.25,93.24,65.18,71.83,70.94,54.33,50.82,29.68,54.11,77.23,41.08,67.66,1074.61,111.10,20.68,6.85,85.64,14.02,73.44,46.91,86.77,97.66,83.73,98.16,19.64,2.18,15.31,29.55,0.18,4.64,20.14,13.36,5.07,12.06,80.83,18.12,66.55,94.44,69.05,73.73,302.30,343.13,28.89,9.80,60.11,1.58,21.46,1.90,47.66,5.00,0.00,435.18,530.55,43.70,99.38,3.00,15.44,1.62,0.27,0.87,0.00,0.66,,11.04,0.00,64.84,78.31,506.54
Chiador,MG,61.46,252.85,2868.00,16426.08,74.84,66.55,42.98,73.19,82.29,91.59,52.30,76.37,68.81,66.71,54.33,17.89,49.10,76.65,28.27,62.00,1214.61,129.75,11.11,3.22,86.42,87.53,74.68,17.26,84.90,88.28,87.54,98.63,69.64,13.41,21.01,0.00,0.52,1.74,33.54,5.64,4.47,2.70,93.31,6.02,53.01,93.77,87.70,77.05,181.44,329.06,28.12,0.00,17.02,48.81,7.37,0.06,44.75,1.00,0.00,589.85,1313.31,62.78,111.71,3.00,23.73,4.91,0.27,0.00,0.00,0.65,,13.45,0.00,41.24,59.42,459.85
Belágua,MA,61.46,569.61,8751.00,11525.88,65.33,60.60,58.44,70.88,58.88,48.28,83.30,67.62,54.90,68.17,51.72,64.62,42.51,80.99,45.63,78.95,396.70,137.22,18.41,5.24,49.07,36.12,70.39,25.02,17.73,80.93,19.47,53.76,0.00,0.00,0.00,4.76,1.96,8.98,36.02,7.36,3.63,3.58,66.49,6.40,30.83,86.30,40.12,67.40,128.37,321.63,9.48,4.79,6.06,85.70,11.67,2.82,54.98,13.00,11.00,973.61,945.85,37.18,61.99,0.00,26.25,0.33,0.36,0.00,0.44,0.89,,35.18,0.00,66.87,113.70,470.26
Nova Guarita,MT,61.46,1121.93,4546.00,52116.59,76.94,61.63,45.80,82.88,73.79,91.51,59.57,78.96,71.90,54.74,40.93,20.18,56.17,70.86,35.99,99.46,464.79,82.96,9.43,4.46,72.60,96.24,56.71,16.02,72.02,98.34,85.27,97.35,18.78,8.85,25.79,17.22,0.00,3.72,14.90,11.04,5.27,0.00,55.68,51.70,72.43,93.89,85.49,73.72,238.44,404.17,26.32,12.89,82.06,4.40,70.26,0.25,49.17,1.00,0.00,684.64,849.78,36.06,94.34,3.00,13.18,7.12,0.27,2.54,0.89,0.76,,124.09,67.80,45.14,75.73,505.30
Olinda,PE,61.45,41.30,364717.00,19261.28,66.37,70.30,47.69,63.66,75.96,83.49,42.38,77.74,79.33,59.25,64.87,42.66,53.31,58.94,35.83,70.19,1117.46,141.83,15.29,7.60,85.78,49.66,97.68,52.22,73.34,68.18,83.94,97.27,94.92,4.32,34.80,4.59,0.70,0.72,23.12,6.06,4.30,3.08,100.00,25.29,71.04,98.05,72.83,75.16,250.48,421.72,24.54,4.81,0.95,0.00,4.59,6.81,53.48,3.00,10.00,575.24,1011.19,54.32,99.09,11.00,14.15,3.27,0.27,20.59,0.24,0.87,21.08,84.80,35.58,50.13,58.20,532.48
Taiobeiras,MG,61.45,1220.05,34537.00,20423.69,78.39,66.72,39.24,78.60,73.53,92.03,69.41,79.61,75.75,61.63,49.91,20.80,63.57,40.38,32.19,83.65,1393.23,72.68,11.93,4.18,79.68,52.63,74.68,22.73,90.28,97.22,77.53,97.78,4.98,1.16,4.71,17.64,0.36,5.16,14.76,8.00,5.82,3.48,88.30,45.92,61.03,91.15,80.08,73.90,206.85,280.34,26.28,9.99,8.74,11.87,43.35,0.63,52.42,2.00,0.00,504.05,787.29,73.43,139.34,4.00,9.48,5.00,0.25,7.72,0.15,0.50,333.33,367.98,501.62,35.74,49.60,549.07
Icaraíma,PR,61.45,675.24,9149.00,35971.80,78.86,61.93,43.56,76.09,77.01,95.50,66.84,78.20,71.51,43.12,54.88,22.10,53.43,58.23,40.47,94.62,1168.16,167.03,15.56,3.53,88.91,8.34,94.96,17.81,90.14,97.17,92.59,97.96,20.81,0.00,19.71,30.66,0.02,2.64,19.64,8.70,5.08,3.92,83.06,24.70,59.61,94.99,92.86,72.51,285.67,490.14,39.26,10.95,24.59,0.00,4.80,0.52,48.17,3.00,0.00,700.95,1289.87,51.42,86.90,2.00,9.42,7.00,0.29,0.00,0.22,0.70,,232.87,218.82,62.44,82.66,495.02
Onça de Pitangui,MG,61.44,246.98,3024.00,27237.76,75.96,65.39,42.98,83.03,49.60,89.39,81.85,76.18,70.35,62.72,52.31,18.91,53.02,73.50,26.48,89.10,763.55,76.00,2.56,4.37,46.55,49.21,47.21,41.66,83.69,86.64,81.02,98.27,0.00,0.00,6.65,6.59,0.82,6.52,16.68,9.22,5.04,1.94,72.98,42.86,53.32,92.94,55.70,73.33,220.71,282.77,32.11,0.00,17.22,0.00,20.29,1.05,51.97,1.00,0.00,468.04,1313.05,51.74,86.66,2.00,17.52,3.60,0.27,0.00,0.00,0.54,,26.85,0.00,31.66,45.79,498.40
Três Forquilhas,RS,61.44,217.39,2813.00,28153.93,74.61,63.29,46.43,76.94,69.54,84.96,67.00,77.04,65.45,55.46,55.20,18.84,56.24,74.25,36.38,91.54,780.01,121.90,29.54,2.20,71.17,31.08,86.87,29.91,92.40,95.58,88.10,73.19,35.27,0.00,27.77,7.14,1.20,4.46,20.76,7.94,5.27,2.74,61.87,0.18,78.54,95.03,69.23,73.80,160.43,360.43,32.39,28.30,13.52,0.00,20.12,0.70,46.99,2.00,0.00,744.12,1351.37,68.42,108.41,2.00,7.57,0.00,0.32,0.00,0.00,0.88,,58.63,0.00,43.08,72.17,524.80
Argirita,MG,61.44,159.38,2715.00,18921.55,84.17,60.14,40.01,78.89,79.33,97.08,81.37,67.46,67.38,45.97,59.76,18.09,57.04,48.68,36.25,91.76,1334.95,138.12,1.96,4.62,85.18,53.14,91.91,29.17,84.37,97.90,99.68,99.38,0.00,0.00,0.00,21.86,0.08,8.74,50.18,8.36,5.12,12.08,87.52,6.24,47.31,97.06,83.74,74.00,258.84,509.54,38.37,14.68,11.90,3.68,6.59,3.65,46.04,1.00,0.00,527.70,1305.83,62.08,103.54,3.00,6.96,2.37,0.27,0.00,0.00,0.38,,541.69,398.01,48.58,74.37,502.12
Curral de Dentro,MG,61.44,570.95,7662.00,12365.83,78.64,58.94,46.74,77.86,77.40,92.63,66.66,74.88,64.38,53.17,43.34,30.94,52.66,82.63,20.71,95.28,980.13,111.80,8.76,5.38,72.36,86.68,75.66,18.72,83.56,95.89,86.37,97.31,10.72,5.38,5.30,10.62,1.14,5.20,18.32,9.54,5.12,6.10,86.44,29.13,52.10,74.43,90.72,70.51,277.69,346.49,21.27,7.93,33.82,20.88,42.30,1.38,58.00,7.00,0.00,504.05,787.29,73.43,139.34,2.00,17.66,1.72,0.29,0.00,0.44,0.90,,21.39,0.00,18.19,28.70,506.80
